gbar,gobs,e_gbar,e_gobs
4.036381954387752852e-02,2.295667365346819866e-01,4.396281990185207413e-03,4.613355075929517768e-02
3.803143054179351779e-02,2.247555805276173491e-01,3.952369779426150205e-03,3.687991459913932124e-02
3.658376525046797001e-02,2.553015176051168789e-01,3.730184066842233241e-03,5.195795885982670836e-02
3.541524654629162050e-02,2.540865051293091925e-01,3.644157983643723196e-03,4.625325081204308825e-02
3.499709817188023653e-02,2.476884079263327043e-01,3.649761531568147203e-03,3.989507255041890160e-02
3.438474907267505959e-02,2.521703331980345020e-01,3.556377234277567721e-03,3.926852606957262348e-02
3.157484982651699579e-02,2.505608090139584965e-01,3.201626651122738143e-03,3.662292956346388517e-02
2.902335214873350347e-02,2.390988893675843607e-01,2.888578128882614802e-03,3.332064480962201175e-02
2.819943012810446556e-02,2.446307427147057789e-01,2.758700631216916190e-03,2.994497323878989037e-02
2.751653501413903191e-02,2.439531533498937310e-01,2.680341503848520344e-03,2.824161066415650095e-02
2.711775974510795620e-02,2.477172324025122829e-01,2.624476795735153703e-03,2.557713327363759712e-02
2.671684316204170004e-02,2.469078143208806309e-01,2.568810995389760130e-03,2.527469834790616737e-02
2.680242265828268119e-02,2.479829963167181073e-01,2.553738505239125552e-03,3.028710657403308956e-02
2.688361025689322073e-02,2.535215342510652725e-01,2.547174708571052233e-03,3.210822125634873320e-02
2.578589437563446121e-02,2.402270003659832398e-01,2.439863483521034423e-03,3.161963848094272861e-02
2.429203079540843968e-02,2.294429853973653510e-01,2.277579600477357569e-03,2.915991390061692390e-02
2.293066395449997949e-02,2.275725462787881181e-01,2.140988772822786587e-03,2.764210064765679209e-02
5.480041894303905314e-01,9.728124978908891940e-01,1.370090372179235683e-01,2.180728191876836752e-01
4.982971230261811213e-01,9.522607510423845012e-01,1.246027326703328802e-01,1.949503196547742456e-01
4.436924350689804286e-01,1.068196738378478949e+00,1.109804387277321253e-01,1.315755246049358784e-01
4.441037186556824889e-01,1.009588564177786862e+00,1.110587319714133325e-01,1.517590694979225885e-01
4.689601806207624457e-01,1.048126613072922320e+00,1.172435262547738971e-01,1.846065944252326396e-01
4.957559014088147586e-01,1.074844435504300755e+00,1.239362480518354237e-01,1.801836010767871032e-01
5.186482908164690153e-01,1.063861575890777456e+00,1.296171848802074034e-01,1.475995721727967336e-01
5.236202682660779928e-01,1.019837234222277011e+00,1.307353956823413821e-01,1.456545779332149848e-01
5.302590709982584194e-01,1.084450812960819910e+00,1.322045130118541523e-01,1.475886067348161079e-01
5.291230039307159849e-01,1.096453172166415024e+00,1.317108166784983769e-01,1.371269821386623400e-01
5.291923615345792697e-01,1.065777160245202415e+00,1.315377257863180882e-01,1.194322277637902413e-01
5.258336727262620247e-01,1.052356168044632279e+00,1.304910186555596208e-01,1.127828948528181580e-01
5.210251682639729376e-01,1.041299575472289130e+00,1.290685508633068190e-01,1.185574476660152671e-01
5.127428616215227164e-01,1.016284193218346621e+00,1.267685506889586478e-01,1.088449515387215766e-01
4.936189659391204132e-01,9.970445011631718923e-01,1.217413020897316900e-01,1.074258087217412616e-01
4.635176773121785221e-01,9.784766482603964866e-01,1.139811315269857322e-01,1.061975240098941564e-01
3.818461622263998878e-01,8.710198967593301145e-01,9.276084152658201076e-02,9.924642014081765107e-02
3.210025209696879545e-01,7.852436901581668627e-01,7.666842657048983378e-02,8.939549481076566884e-02
2.829402837479346733e-01,7.457665810708280496e-01,6.623480070653917084e-02,8.172697776311871332e-02
2.570305163349032584e-01,7.052511092982968188e-01,5.891529179903869096e-02,7.720150180998630596e-02
2.344283537726897515e-01,6.545029446144090546e-01,5.256796200881153763e-02,7.162082092944384304e-02
1.883351228783179676e-01,5.685549376805881794e-01,4.032150426921942560e-02,6.219402680846514153e-02
1.448555561672563718e-01,4.720809111591124929e-01,2.964394214229713193e-02,5.171490754940171602e-02
1.168400606694665750e-01,4.184412709501895700e-01,2.298008290242375962e-02,4.583886179365060515e-02
1.007455465629738534e-01,3.833332751401978267e-01,1.895012010929050805e-02,4.197741336824384328e-02
8.594311093273027113e-02,3.429629404306933638e-01,1.554750488969360196e-02,3.757045950808705209e-02
7.460459163460356202e-02,3.034437538399527567e-01,1.298360931738359349e-02,3.327948528002750567e-02
6.615322740600168561e-02,2.756649081981932814e-01,1.086958226294977917e-02,3.024493903681120879e-02
5.969789240047856244e-02,2.520810709882751466e-01,9.299562342020097072e-03,2.766863080642244233e-02
5.327145755155167361e-02,2.296557558749468264e-01,8.100348731303764344e-03,2.522828038963724484e-02
4.708749510383433007e-02,2.178904782185753508e-01,7.056520156422482759e-03,2.392573841854726130e-02
4.302691273937701150e-02,2.084146494136766836e-01,6.278156658625043407e-03,2.287576757219189280e-02
4.002669455038682100e-02,1.965283211248568529e-01,5.609077283617509325e-03,2.157111416137475271e-02
3.736083526645304215e-02,1.883962844716639551e-01,5.056019917533922242e-03,2.067014686726297013e-02
3.520781975214510445e-02,1.818392370267846725e-01,4.621463428722782235e-03,1.994279379748281969e-02
3.369849378240317994e-02,1.729132891812678596e-01,4.244379071006255076e-03,1.965209733037705936e-02
3.078882992798959162e-02,1.632226430120881921e-01,3.875006118759192868e-03,1.856619430889875494e-02
1.067890469995060521e+01,1.202376084780780019e+01,2.672615133313277713e+00,4.277583178781312334e+00
9.834407958838911057e+00,1.193963384376545278e+01,2.462223798249784767e+00,3.762946051903183431e+00
9.219688584321666269e+00,1.112059254965844879e+01,2.309218556323920257e+00,3.493189231282972429e+00
8.085333413760833920e+00,9.443900918946086520e+00,2.026166520383163583e+00,2.968230213980809662e+00
7.206770003231643962e+00,8.929755981208820970e+00,1.806608899377259991e+00,2.748108324461347785e+00
6.606434140043049297e+00,8.279877464729970882e+00,1.656406857077363126e+00,2.580368223236906733e+00
6.306614938569646611e+00,7.809899052822207643e+00,1.581177310152007243e+00,2.419692047874455465e+00
5.909614312826033888e+00,7.276492592239677037e+00,1.481648535524766386e+00,2.294373742118591686e+00
5.729340474858138244e+00,7.004016253159572436e+00,1.436229716276391510e+00,2.262494950702045315e+00
5.484764992106857306e+00,6.970000698482690105e+00,1.374788920751873089e+00,2.271004861782329076e+00
5.138800830374973927e+00,6.273933551925104268e+00,1.288157543293716456e+00,1.982129123325200970e+00
4.720043204335063081e+00,5.752508853144411738e+00,1.183540072470815385e+00,1.828530494898001235e+00
4.410982998895997653e+00,5.346578751049609224e+00,1.106416039612771796e+00,1.670458983518055884e+00
4.143519771642452554e+00,4.894464614163413607e+00,1.039569621086915641e+00,1.604413899065635141e+00
3.959122033045051836e+00,4.803065644373003984e+00,9.930998510910065136e-01,1.482703745398375794e+00
3.785914309591599025e+00,4.510150786928352140e+00,9.488513047998178296e-01,1.427595473379569047e+00
3.658409183287151922e+00,4.246460188197804797e+00,9.157797646280889658e-01,1.360018862532401673e+00
3.493747740171273097e+00,4.149723621245690275e+00,8.733076644911443864e-01,1.302980822318695830e+00
3.387035776156126499e+00,4.037170794560918097e+00,8.454315722933425370e-01,1.277142973735512888e+00
3.265787351031853802e+00,3.934962419649721266e+00,8.141816661673187960e-01,1.224362276986670439e+00
3.156854324245530030e+00,3.807129070022273520e+00,7.862490369177108640e-01,1.186268662565112431e+00
3.009273954180971877e+00,3.590088462144342518e+00,7.486447352191737403e-01,1.120295883742184806e+00
2.864521916062163776e+00,3.516899499661831463e+00,7.116948434258518752e-01,1.107692678523400254e+00
2.686612590635268472e+00,3.380468053554260166e+00,6.663152222729235019e-01,1.194213565764829621e+00
2.365303488961128409e+00,3.149673045881881350e+00,5.848240763504011230e-01,1.039993468359299289e+00
2.227729408242447473e+00,2.990578544194025135e+00,5.503530845124853244e-01,9.641408422862753902e-01
1.981072539736500548e+00,2.728688938560463129e+00,4.889267620117667135e-01,9.849812282558860765e-01
1.869302105725381580e+00,2.666698388031658595e+00,4.610189195473515800e-01,9.242368069433981592e-01
1.536764502678061417e+00,2.381130686636142357e+00,3.777350044751134339e-01,8.396484300263329370e-01
8.524301190284182539e-01,1.620389645505347920e+00,2.019241071077229610e-01,5.169883599057579771e-01
5.728724337793315025e-01,1.291042156581496680e+00,1.295250872779373785e-01,4.119094249655632645e-01
4.113464391781934681e-01,1.032475300250224270e+00,9.014041125897778728e-02,3.183835359546768884e-01
3.085977191650151608e-01,8.878354421777270300e-01,6.651322478902653434e-02,2.737810651333955070e-01
2.309796038762989001e-01,7.752294813603713974e-01,4.970702597068497874e-02,2.478326339500440956e-01
8.846185274946506416e-01,9.633447926764364677e-01,2.211546318736626604e-01,1.948164076651513477e-01
8.316161295708692780e-01,9.663583286649259918e-01,2.079040323927173195e-01,1.717387183197120193e-01
7.386859064240317574e-01,9.761802950358148268e-01,1.837810998153153186e-01,1.592868423340685624e-01
6.414918794243380518e-01,9.995871537961428244e-01,1.551155333980035467e-01,1.558835934519846866e-01
4.968597767571871215e-01,8.123305798785548371e-01,1.167497550182280963e-01,1.298951513758893339e-01
4.050758278926010481e-01,6.805902366683659332e-01,9.210108340420396222e-02,1.090171404342144962e-01
3.455446407297992906e-01,5.657647405024124332e-01,7.401630348592717901e-02,9.095397519946479825e-02
2.785144918701683570e-01,4.309447995457516001e-01,5.565488935350850624e-02,7.011536779234707473e-02
1.458265076423809758e-01,3.627928888824709097e-01,2.822855846775692429e-02,5.839147285612724531e-02
9.204017972632698441e-02,3.323682947292365131e-01,1.777953592517357573e-02,6.477495765287762108e-02
7.590955767088471140e-02,3.077124246361585547e-01,1.466216410058154146e-02,5.982128065056302457e-02
6.452549571340975010e-02,2.779277172416890762e-01,1.243288820656231024e-02,6.529515511014206963e-02
6.008603881975992794e-02,2.578549191316167333e-01,1.002933240664177772e-02,5.186936759426490073e-02
4.599901143254567226e-02,2.392043587657399495e-01,6.552002941142813335e-03,4.400828900246051001e-02
3.559214940269211230e-02,2.079527744033495551e-01,4.471102616628206197e-03,3.726987588983618482e-02
2.902460451767985977e-02,1.675043073405892702e-01,3.278087509262291033e-03,3.037179562922854431e-02
2.464354771729807339e-02,1.483565524706823013e-01,2.577811620228693656e-03,2.629283644040883439e-02
2.124345556072470068e-02,1.665448608909774753e-01,2.128113994119690700e-03,2.661230837477330038e-02
1.868524541606283659e-02,1.630034821966689362e-01,1.819220657249223444e-03,2.501458770344360677e-02
1.775439375748016566e-02,1.514681823137616901e-01,1.682849339763095630e-03,2.297323120653612868e-02
1.732186443016295666e-02,1.679972066322567847e-01,1.617216545855661982e-03,2.371033513962110192e-02
1.726300627577928223e-02,1.751421296767962654e-01,1.603373578882349342e-03,2.369144921216319311e-02
1.617069834940216069e-02,1.712095746608335023e-01,1.504800198385925457e-03,2.214561087980101636e-02
1.479229814236925414e-02,1.584150260993804904e-01,1.383829629307581788e-03,2.004155593351430661e-02
1.439678865638244383e-02,1.538092326264978993e-01,1.357546142823642292e-03,1.899627236599199173e-02
1.364017980198090930e-02,1.513443928901995472e-01,1.293791151593587808e-03,1.828088193846978682e-02
1.285040866091805879e-02,1.483097876902706169e-01,1.225181856182330211e-03,1.764192651666704123e-02
1.171637319577846330e-02,1.444197545013679029e-01,1.120463349744499782e-03,1.708749006697372896e-02
1.063738285082020327e-02,1.345451967795485149e-01,1.019477618712239181e-03,1.621818100086636072e-02
9.554082459520432322e-03,1.243790279545834571e-01,9.169232060880789376e-04,1.569003808957104146e-02
8.635537908106949434e-03,1.232681329867633957e-01,8.298276197494055444e-04,1.793034506959589533e-02
9.040096516777731406e-01,1.040382746108462264e+00,2.147542566106347972e-01,2.024919351990024374e-01
5.260006294101022828e-01,8.322123309129757507e-01,1.186197392879133061e-01,1.399650653326300620e-01
3.366993320893968411e-01,7.254609802584830458e-01,7.033512798327384852e-02,1.219405332718313806e-01
2.314999324641515976e-01,5.900299544046538891e-01,4.546711568351557986e-02,9.294346591258910439e-02
1.666904872580443064e-01,4.682879646007718222e-01,3.150025320177374244e-02,7.412339295765575653e-02
1.226867897595289025e-01,3.665687315031107008e-01,2.296667431864966163e-02,5.912391183458359095e-02
9.080881857306366545e-02,2.951742845979094532e-01,1.639917884435149187e-02,5.306938547028466208e-02
2.464619474578954791e-02,1.491145493390559351e-01,3.464258472742931614e-03,3.279166769354048550e-02
2.093220982712684641e-02,1.303802682693814829e-01,2.927373754770402469e-03,2.944612263945977498e-02
1.822237301561363890e-02,1.113603626666188895e-01,2.536177079001753192e-03,2.599079200300191336e-02
9.240566851992950692e-01,1.817940597689179816e+00,2.310141712998237673e-01,3.594972720150664269e-01
8.226902862056546528e-01,1.867059246398276029e+00,2.039377238880652754e-01,3.230454094293395140e-01
7.837105662769191516e-01,1.736004632111427526e+00,1.920680394046812567e-01,2.795683484919022632e-01
8.114609593504507057e-01,1.583281485684614465e+00,1.976245972764434367e-01,2.440253948372326231e-01
8.982690492637640522e-01,1.391996918384365012e+00,2.181120917956921035e-01,2.140564890462026693e-01
8.991158890578836438e-01,1.294872401819445518e+00,2.174800850244776873e-01,1.932366153332719660e-01
8.374349433161980549e-01,1.179106972363777039e+00,2.020060250310175276e-01,1.799825006347974821e-01
7.793220405630123526e-01,1.086738844592245012e+00,1.874494275868476834e-01,1.635543706931907038e-01
7.163263898913247996e-01,9.871211171712892529e-01,1.716978043761821504e-01,1.485618867129815945e-01
6.171759164326394709e-01,8.945417527240602240e-01,1.472263004987287849e-01,1.381850007257835744e-01
5.402082025715235769e-01,8.155057033529206079e-01,1.285337797454143283e-01,1.320725869820570386e-01
3.865539125378453900e+00,3.915941643304591047e+00,9.515008934331380397e-01,6.979858369046092470e-01
2.079360859767560132e+00,2.803366680418280410e+00,5.126207605486283736e-01,4.780726217888142116e-01
1.430110780693024441e+00,2.327671171688522112e+00,3.458832939857022781e-01,3.847802708511827707e-01
9.042055654350678040e-01,1.676105048789199525e+00,2.051890325365666179e-01,2.719472897166347325e-01
6.329767414047435814e-01,1.272622024424586051e+00,1.370764126545905848e-01,2.085803150838950459e-01
4.468868277344823503e-01,1.050844984050293807e+00,9.654317790355376738e-02,1.774609674036324303e-01
3.172828757598193938e-01,8.637714255133615016e-01,6.789051321305435149e-02,1.526643083996261363e-01
2.318134479346908861e-01,6.773503539678650265e-01,4.829136841493927162e-02,1.401194159278141560e-01
1.845519380079390370e-01,5.802680885453601611e-01,3.755716648760306503e-02,1.169927923985009666e-01
1.547643949313872169e-01,4.744466858110094609e-01,3.045240578693213934e-02,1.051436948982345382e-01
2.104692075257353356e-01,4.582089414122341720e-01,5.261730188143383391e-02,9.633768132755429758e-02
2.270172660497489225e-01,6.726119459093217179e-01,5.675431651243723064e-02,1.335794376308743758e-01
2.566496825726592435e-01,9.445482727885744501e-01,6.290367721791542688e-02,1.553938060185345582e-01
2.813278268572009244e-01,8.490545103611317757e-01,6.703584225335304514e-02,1.308594543622612072e-01
2.987353164489112145e-01,8.179256893819932817e-01,7.165928150895323201e-02,1.245273545789766928e-01
2.965907211824997947e-01,8.024508984239087095e-01,7.218479491915341661e-02,1.230021187172862102e-01
2.838582516388321597e-01,7.846585962475752796e-01,6.708696769989132280e-02,1.191913625908495866e-01
2.653085558019908641e-01,7.412921394826504917e-01,6.165569278217908344e-02,1.104579254060259058e-01
2.368550712377159306e-01,6.874019927354797499e-01,5.483864462806340573e-02,1.037126205500850523e-01
2.212557041118340118e-01,6.336061095102057950e-01,4.905695688689504924e-02,9.584882498134390805e-02
2.010497183587685588e-01,5.725067217433985611e-01,4.359814653642510307e-02,8.515447755429998711e-02
1.819899028451296696e-01,5.359135375592930517e-01,3.825099607528383711e-02,7.964216921271326244e-02
1.631982303836967962e-01,4.989843028136157210e-01,3.374104087678513053e-02,7.415411161314974797e-02
1.394774001583684309e-01,4.636142264708822958e-01,2.909838396518158940e-02,7.301329587758462192e-02
1.244436208922588272e-01,4.427360173458227410e-01,2.526821503020214646e-02,6.961701750566297309e-02
1.072143196314948033e-01,4.093283076243590668e-01,2.140733761332641941e-02,7.260488356724732750e-02
2.400356676801338462e+00,2.817801718028782432e+00,5.988399828178742057e-01,4.854282004437232567e-01
2.149010315650532466e+00,2.610627762203060254e+00,5.309815726400842761e-01,4.324100735521119732e-01
1.901165767848721488e+00,2.139284706843174622e+00,4.614751872491345552e-01,3.601050074767602749e-01
1.392778562277406706e+00,1.827962671490220625e+00,3.287767194194621267e-01,3.099385340091311281e-01
1.074515833873651571e+00,1.603134351188706841e+00,2.471645459996129890e-01,2.939900865554734288e-01
8.255821939920386932e-01,1.444029725004356335e+00,1.839145317523422085e-01,2.892022748687067546e-01
1.928956945657297251e+00,3.033462010080039573e+00,4.822392364143242016e-01,4.938353660785723687e-01
1.482172415676718868e+00,2.548650263420987550e+00,3.705431039191797171e-01,3.926546983976111349e-01
1.218574616575948788e+00,2.166214879676146232e+00,3.046436541439871970e-01,3.236532188186810877e-01
1.111915938595505082e+00,1.848173318379253027e+00,2.772164953031419077e-01,2.780111308980472984e-01
9.591127541144583990e-01,1.553097819539185132e+00,2.369342359414494947e-01,2.310652723236071571e-01
8.060657455921419468e-01,1.322073120284420922e+00,1.959855305020005156e-01,1.988726055316630825e-01
6.636000499668950336e-01,1.166494560299516925e+00,1.585778922635997235e-01,1.753663145211810381e-01
5.236135946490678705e-01,9.553891755546519704e-01,1.236713802149113223e-01,1.592279172306461099e-01
3.552327976244182839e-01,9.925352207928734849e-01,8.717327938600716308e-02,1.976405529576597264e-01
3.487230684752840038e-01,9.923936695134960573e-01,8.552458031164017482e-02,2.013260499271003479e-01
3.400575358510769530e-01,9.633447926764364677e-01,8.083177412361228220e-02,1.672860380760973764e-01
3.090046864040620345e-01,8.973324810349981862e-01,7.211023764341166487e-02,1.440073766770168240e-01
3.322074548760364787e-01,8.322123309129757507e-01,7.633946764008960051e-02,1.318738100745339425e-01
3.327680549016547862e-01,8.024508984239087095e-01,7.518467253785156290e-02,1.255360359984871998e-01
2.816662312415350033e-01,7.846585962475752796e-01,6.120772753322502313e-02,1.188830747922815928e-01
2.332768666816541214e-01,7.412921394826504917e-01,4.880841055855003607e-02,1.232513144753630552e-01
1.922915258791742521e-01,6.673329466672941468e-01,3.981378334312973138e-02,1.048874559562754522e-01
8.387935909369893528e-01,2.168888895694470520e+00,2.096983977342473382e-01,2.640547125404631434e-01
7.158105852399977431e-01,1.637921344933150447e+00,1.786990711974771051e-01,1.947366196786710912e-01
5.397171816909231978e-01,1.306625695183298852e+00,1.305517407888759085e-01,1.512078760542585887e-01
4.101152022032137356e-01,1.037515570667465248e+00,9.502212388272440746e-02,1.201235978422443146e-01
2.843982531674991709e-01,8.207461971885227081e-01,6.312602724326465964e-02,9.446635018737206679e-02
2.015088187407764186e-01,5.910713123598579921e-01,4.430285717734523676e-02,7.329192845686813285e-02
1.518169007184441699e-01,5.257303429689722529e-01,3.318752348199452418e-02,6.113567182642771353e-02
1.175526793011267557e-01,4.542174276090547025e-01,2.543370607636802685e-02,5.428377552345556301e-02
9.465509670485333649e-02,3.955483094236849073e-01,2.016610448771575734e-02,5.142492661758478467e-02
4.299902398931591541e-01,6.517864569450115830e-01,1.017956637890944649e-01,1.213371089884659193e-01
3.816910980101688167e-01,6.594644722544554805e-01,8.826012590192204577e-02,1.270967211763037175e-01
3.286215696986929391e-01,6.689364277017496585e-01,7.452313572935939656e-02,1.183583292520319075e-01
2.931426513581639193e-01,7.014616386843937068e-01,6.451565989312206539e-02,1.155974162685123735e-01
2.686118220677364832e-01,7.488614496377007379e-01,5.710807245345819738e-02,1.201473169778213140e-01
2.489345906808314857e-01,6.870039258816431627e-01,5.106723135027783911e-02,1.097971617799542721e-01
2.231771634077896749e-01,5.994326741365999522e-01,4.367817304391349853e-02,9.617296703041201822e-02
1.899015526896581096e-01,5.190648164435465173e-01,3.705022367074775613e-02,8.378819428066011654e-02
1.611889053567324981e-01,4.607044791538031370e-01,3.168959680166959225e-02,7.044125620038416136e-02
1.513199832697429192e+00,2.314235178957801509e+00,2.844566840091909965e-01,3.974393894340246258e-01
1.416556845365978923e+00,1.997254984451891424e+00,2.735937640390295189e-01,2.957039945102872824e-01
1.294885423680665948e+00,1.762571812087840195e+00,2.538853436373982864e-01,2.553661476394039065e-01
1.171806685125188929e+00,1.602478966718877906e+00,2.322794999686555451e-01,2.279648991772551814e-01
1.062393249104239379e+00,1.474050628477054037e+00,2.120079147826458843e-01,2.096949850087431177e-01
9.401909736575049248e-01,1.351213076103966459e+00,1.881163223389239747e-01,1.922204029246812051e-01
8.094794699262979343e-01,1.209191171900994677e+00,1.613032510146249765e-01,1.896824971537272309e-01
6.894668553198732841e-01,1.084679008157973801e+00,1.361839905089095304e-01,1.766848253524368195e-01
5.845122734209308168e-01,9.913174213245450339e-01,1.143927909924511849e-01,1.566027073450929896e-01
5.009367600454868175e-01,9.281291419851491753e-01,9.699846002753449714e-02,1.421366240850658325e-01
4.418969165234271079e-01,8.779796425356777290e-01,8.473885834838498776e-02,1.307600353509061897e-01
3.943002121513445313e-01,8.234274033766968426e-01,7.481463704753189836e-02,1.262235124383571938e-01
3.543692683150892475e-01,7.410109317483877245e-01,6.657892825526054437e-02,1.318003582486317049e-01
3.153505790502866279e-01,5.747948263208489950e-01,5.868644036906735945e-02,9.775870040009748685e-02
2.855873747221588932e-01,5.424171665388054508e-01,5.296371266443560683e-02,8.538111955621077720e-02
2.597088753521751836e-01,5.324618192487701185e-01,4.802697713606902258e-02,8.076678778660700830e-02
2.332520434396044562e-01,5.195050270104172307e-01,4.306848193827235438e-02,7.864878625234072995e-02
2.136776980124113490e-01,4.994570142231026244e-01,3.950061322727248247e-02,7.561368208488465636e-02
1.963831771581497909e-01,4.806400115343958945e-01,3.634313422757273065e-02,7.276494271677812209e-02
1.793722938148577251e-01,4.605617026461615859e-01,3.315477933626560791e-02,6.972525196893951394e-02
1.663262489020607415e-01,4.552899686883319919e-01,3.073604818380097983e-02,6.879788267258689360e-02
1.544858026240634452e-01,4.611602431229457899e-01,2.857992223078669597e-02,6.943594117051239689e-02
1.442970306046663931e-01,4.515515986995303765e-01,2.667408246640358416e-02,6.793073520659759224e-02
1.339329874483931593e-01,4.249490011140976131e-01,2.465705284316030421e-02,6.403961761688860277e-02
1.262723496068308970e-01,4.073880883436673539e-01,2.313726613684268310e-02,6.144771394959974015e-02
1.195071923208665676e-01,4.047075329052782777e-01,2.173412055130189910e-02,6.093597369923818563e-02
1.140993874315335416e-01,3.976764387070894080e-01,2.046360118006393045e-02,5.982583814012776280e-02
1.080095663209965917e-01,3.983586480886798231e-01,1.912935063996588914e-02,5.977875645236907509e-02
1.022616533771785186e-01,3.964511623798567808e-01,1.807769717585923711e-02,5.939714596175219713e-02
9.693924623968283583e-02,3.948899925864856608e-01,1.712139958544373758e-02,6.083733608492320616e-02
9.103761036606483614e-02,3.830764284157116006e-01,1.608186927332558303e-02,6.316897696204135104e-02
8.633762381187004564e-02,3.736699253692047917e-01,1.527773895205623150e-02,5.589696733417086338e-02
8.205259623956634440e-02,3.645876702387032542e-01,1.452381693897185529e-02,5.453836048924310537e-02
7.751628118215134200e-02,3.467776124835626472e-01,1.372039568822345894e-02,5.195495036843571918e-02
7.410568467511662039e-02,3.237143972769377376e-01,1.308106937497404906e-02,4.865788237109943543e-02
7.013473455872032414e-02,3.020268349248922957e-01,1.248020480244869772e-02,5.497496161923267483e-02
8.911581747306211998e-01,1.245940746852569170e+00,2.227895436826552999e-01,2.662423164585603352e-01
7.112126687718364204e-01,1.212199887477283244e+00,1.765291393827114752e-01,2.349819275598724611e-01
7.777382486855167754e-01,1.188595270055498698e+00,1.904984719983482400e-01,2.203974438802505098e-01
7.426423560815663683e-01,9.633513761730302383e-01,1.778205389826025828e-01,1.716537937207768261e-01
5.477436037219167719e-01,7.340813912665680174e-01,1.275556845345141577e-01,1.408457447877919377e-01
4.204215532303279823e-01,6.223412832097571235e-01,9.518889569812097329e-02,1.305250700895617955e-01
9.395956362975514675e-02,2.023647695662462720e-01,1.532317392686102786e-02,5.048100390485874694e-02
9.909299448376344965e-02,2.198979037251236612e-01,1.316952241647522184e-02,5.318236480772797758e-02
1.581936281266286493e+00,1.189032609287654862e+00,3.894190774898167451e-01,2.413388650767695487e-01
1.233929848204256885e+00,1.500086178097349343e+00,3.046553083220069902e-01,2.668469231350461546e-01
1.033018839455578597e+00,1.460070647617640160e+00,2.504949985773969323e-01,2.324260176459960192e-01
9.174279819138394521e-01,1.230767865574848630e+00,2.196175920420018191e-01,1.948707499555929756e-01
7.219969930269015679e-01,1.077559114261056328e+00,1.704414169002416712e-01,1.668147403028426567e-01
5.387927711467341840e-01,9.667976413957067860e-01,1.265730736444497795e-01,1.708497249749126867e-01
1.504521271837758745e+00,1.712612964758109424e+00,3.761303179594396862e-01,3.476403166130506706e-01
1.812877599272305629e+00,1.623110910558868358e+00,4.487964085561141903e-01,2.800179532965737517e-01
1.665966456495283410e+00,1.487647697181571971e+00,4.049493907081748167e-01,2.365443544271159104e-01
1.168558072778594692e+00,1.231050151782549174e+00,2.756417227830125771e-01,1.926965753407942350e-01
8.941425611454320022e-01,9.917651314543810548e-01,2.053067677333210994e-01,1.603026882254362795e-01
7.145214178346416256e-01,8.049042970848222511e-01,1.596693828437732166e-01,1.274875600163263289e-01
5.306794420123781553e-01,6.797964651968704253e-01,1.154646811572361820e-01,1.119080231014843024e-01
4.122623816922915130e-01,5.833402723819252067e-01,8.785615052221137922e-02,9.275261364929006380e-02
3.319585918211691578e-01,5.064880378746623446e-01,6.975047057909967985e-02,7.946509542985980001e-02
2.685789433188028874e-01,4.915125894628825653e-01,5.581028704376097410e-02,8.531049988945628437e-02
2.133516835280278579e-01,4.567869358223455856e-01,4.398999566720798726e-02,7.594132503065204043e-02
9.925104244854249247e-01,1.788016160557625467e+00,2.471158429829843073e-01,4.012919003442503851e-01
8.534849858533454237e-01,2.028172274008522624e+00,2.113792453241161717e-01,3.513938693296947413e-01
8.753884525223568636e-01,2.093083631796015975e+00,2.156449556126223133e-01,3.322241137670322586e-01
9.961527546808844891e-01,2.048617809836608572e+00,2.448953595472804223e-01,3.189475538581295067e-01
1.047484555143090912e+00,1.914764851153618830e+00,2.570005048264509817e-01,2.887539856738058353e-01
1.016799890698398157e+00,1.747420764992529074e+00,2.487638443965745350e-01,2.661521332903949988e-01
8.391034182824574916e-01,1.569816975040531304e+00,2.041466429662744386e-01,2.414660094739249641e-01
7.019175936977619656e-01,1.384355364803410371e+00,1.699350843334049010e-01,2.063565045869279746e-01
5.695613497959822746e-01,1.244459247748107122e+00,1.371318636380354505e-01,1.820320257934285313e-01
4.657957449676310979e-01,1.141051459253278777e+00,1.113763866645092609e-01,1.656486889441954324e-01
3.952138440197490721e-01,1.041646425686001853e+00,9.372541619211884056e-02,1.540384811994837400e-01
3.501757678767976056e-01,9.496626501574493284e-01,8.223358325142343661e-02,1.418965261575067249e-01
3.089640522108362819e-01,8.453938356314105729e-01,7.149616274177213182e-02,1.282902102591854943e-01
2.745370160183859265e-01,7.700686745727282068e-01,6.252866646072385848e-02,1.147145120008975366e-01
2.425981612984442481e-01,6.987739519735781668e-01,5.426640052851151863e-02,1.108910967588542240e-01
2.195114198667298122e-01,6.402192558568069458e-01,4.810236836583590275e-02,1.006377710860862223e-01
1.978927467595398837e-01,5.907154353680904579e-01,4.239295399622805549e-02,9.433106747600933373e-02
1.809587242798108564e-01,5.894423137565033555e-01,3.830540821237235494e-02,1.008985146879218670e-01
1.625688513916298539e-01,5.532990430957714922e-01,3.438409515752730711e-02,8.687606171548303835e-02
1.477056844668496460e-01,4.830892345018605871e-01,3.123558868981347533e-02,7.580172010012656281e-02
1.329482520068316909e-01,4.027019124977154196e-01,2.806030320834428105e-02,6.506502636502604908e-02
1.202002949951214844e-01,3.848849392045242679e-01,2.541961286756600630e-02,6.554424183236154389e-02
1.092344582892571386e-01,3.685777413247882106e-01,2.317017971395363141e-02,6.638244470651775975e-02
